,xmin,ymin,xmax,ymax,numgranules,is_downloaded,geometry
204,24,-89,25,-88,0,False,"POLYGON ((25 -89, 25 -88, 24 -88, 24 -89, 25 -89))"
205,25,-89,26,-88,0,False,"POLYGON ((26 -89, 26 -88, 25 -88, 25 -89, 26 -89))"
206,26,-89,27,-88,0,False,"POLYGON ((27 -89, 27 -88, 26 -88, 26 -89, 27 -89))"
207,27,-89,28,-88,0,False,"POLYGON ((28 -89, 28 -88, 27 -88, 27 -89, 28 -89))"
208,28,-89,29,-88,0,False,"POLYGON ((29 -89, 29 -88, 28 -88, 28 -89, 29 -89))"
209,29,-89,30,-88,0,False,"POLYGON ((30 -89, 30 -88, 29 -88, 29 -89, 30 -89))"
210,30,-89,31,-88,0,False,"POLYGON ((31 -89, 31 -88, 30 -88, 30 -89, 31 -89))"
211,31,-89,32,-88,0,False,"POLYGON ((32 -89, 32 -88, 31 -88, 31 -89, 32 -89))"
212,32,-89,33,-88,0,False,"POLYGON ((33 -89, 33 -88, 32 -88, 32 -89, 33 -89))"
213,33,-89,34,-88,0,False,"POLYGON ((34 -89, 34 -88, 33 -88, 33 -89, 34 -89))"
214,34,-89,35,-88,0,False,"POLYGON ((35 -89, 35 -88, 34 -88, 34 -89, 35 -89))"
215,35,-89,36,-88,0,False,"POLYGON ((36 -89, 36 -88, 35 -88, 35 -89, 36 -89))"
216,36,-89,37,-88,0,False,"POLYGON ((37 -89, 37 -88, 36 -88, 36 -89, 37 -89))"
217,37,-89,38,-88,0,False,"POLYGON ((38 -89, 38 -88, 37 -88, 37 -89, 38 -89))"
218,38,-89,39,-88,0,False,"POLYGON ((39 -89, 39 -88, 38 -88, 38 -89, 39 -89))"
219,39,-89,40,-88,0,False,"POLYGON ((40 -89, 40 -88, 39 -88, 39 -89, 40 -89))"
220,40,-89,41,-88,0,False,"POLYGON ((41 -89, 41 -88, 40 -88, 40 -89, 41 -89))"
221,41,-89,42,-88,0,False,"POLYGON ((42 -89, 42 -88, 41 -88, 41 -89, 42 -89))"
222,42,-89,43,-88,0,False,"POLYGON ((43 -89, 43 -88, 42 -88, 42 -89, 43 -89))"
